kind_ok,m,rate_deform,rate_channel,static_score,ks,delocal_r,kind,dim,seed,point,config
1.0,120,-4.535921729312275e-05,-8.04693496725406e-07,-0.0004224069674999141,44.59942723741193,-0.037977601606329,dumbbell,4,0,142,allpairs
1.0,120,9.161542483588011e-05,-1.8987344988137995e-06,-0.0032530117709529825,46.86327484659071,0.003135747240405716,dumbbell,4,0,700,allpairs
1.0,120,0.00014567641809289973,1.9194333944483333e-07,-0.0020319398844564516,48.79622344588301,0.04048444270510032,dumbbell,4,0,906,allpairs
1.0,120,8.562101096373682e-05,-3.189648308440004e-06,-0.005740525694373639,50.243007870794266,-0.0057364996293102575,dumbbell,4,0,896,allpairs
1.0,120,0.00015264217344671907,-5.803754783428872e-07,-0.0005067732329217863,52.015663278922084,-0.06622367484575895,dumbbell,4,0,1041,allpairs
1.0,120,2.7001365210166384e-05,2.646299164984119e-07,0.002262877196364316,54.27545244194027,0.052174291776626615,dumbbell,4,0,535,allpairs
1.0,120,8.488529873913793e-05,3.121055494048619e-07,-0.005492452584561036,56.699704609338504,-0.007887607885996782,dumbbell,4,0,796,allpairs
1.0,120,5.789164395722708e-05,1.0632166489443762e-06,-0.007823076691977201,58.955350196902955,-0.038746269035102504,dumbbell,4,0,574,allpairs
1.0,120,4.760696307938867e-05,-5.515073790244666e-08,-0.0025993213511622195,60.5418946961076,0.03496033192305778,dumbbell,4,0,1059,allpairs
1.0,120,-0.0003354885750912062,1.8224539554504797e-06,0.005096048646810003,62.669315432808745,-0.10552592083282496,dumbbell,4,0,925,allpairs
1.0,120,3.184316841733925e-05,-2.557676082777978e-07,-0.0036898678960097125,63.87571199703705,0.08247143879704379,dumbbell,4,0,514,allpairs
1.0,120,0.00012209584690130325,-8.58806127250015e-07,-0.0011241351120931129,65.64602302497822,-0.00728303205282507,dumbbell,4,0,448,allpairs
1.0,120,4.760651654103878e-05,-2.9424717566210273e-07,-0.00019422611357514758,67.36605328556999,-0.00027697700103010143,dumbbell,4,0,635,allpairs
